Product URL,Image URL,SKUs,Product Name,
,,451,תא הטלה ללאב בירד ג'ונגל פיש,
,,452,תא הטלה קוקטייל ג'ונגל פיש,
,,453,ארגז צרכים לחתול קטן,
,,454,קערת פלסטיק 15,
,,455,לא פעיל משטח גירוד צורת עכבר,
,,456,לא פעיל עמוד גירוד ZOOMARKET,
,,457,לא פעיל חטיף דנטלי DENTALPET CHEWS,
,,458,לא פעיל ביגוד חורף RIBOS,
,,459,אוזן פרה,
,,460,לא פעיל תיק נשיאה קטן  אדום,
,,461,תיק נשיאה גדול כחול,
,,462,דקורציה  ספינה גדולה XP 2325,
,,463,לא פעיל דקורציה ספינה XP2310,
,,464,לא פעיל דקורציה ספינה XP2311,
,,465,לא פעיל דקורציה ספינה חצויה XP2234,
,,466,אלמוג KA 304,
,,467,לא פעיל דקורציה ספינה XP2252S,
,,468,ספינה חצויה XP2322,
,,469,לא פעיל דקורציה רפסודה XP2227,
,,470,דקורציה עץ QG054,
,,471,לא פעיל דקורציה עץ QG075,
,,472,משאבה MJ680,
,,473,משאבה MJ780,
,,474,פחם נטורל קולור,
,,"475, 745500001301",ראש כוח ATMAN AT-301,
,,476,משאבת אווירAR-2500,
,,477,לא פעיל ערכה לאוגר ויטקרפט,
,,478,לא פעיל ערכה לארנב  ויטקרפט,
,,479,ערכה לשרקן ויטקרפט,
,,480,לא פעיל ערכה לתוכי גדול ויטקרפט,
,,481,לא פעיל ערכה לתוכון ויטקרפט,
,,483,בגד PUPPE,
,,484,לא פעיל סט אוזני בקר,
,,486,לא פעיל רצועת ניילון 10 אמיתי,
,,487,לא פעיל צעצוע לתוכי קוביה אמיתי,
,,488,לא פעיל צעצוע לתוכי איש אמיתי,
,,489,לא פעיל משחק לקוקוטייל,
,,490,לא פעיל מנוי 10+1 שקי מזון,
,https://raw.githubusercontent.com/AdamLee9186/anipet/refs/heads/main/subscription.png,491,מימוש פריט במנוי,
,,500,קולר בנדנה קטן בובו,
,,501,לא פעיל קולר בנדנה בינוני בובו,
,,502,לא פעיל קולר בנדנה גדול בובו,
,,503,לא פעיל מגנט צף NS250,
,,504,לא פעיל מגנט צף NS 180,
,,505,לא פעיל מגנט צף NS130,
,,506,לא פעיל דקורציה אלמוג 205,
,,507,לא פעיל דקורציה אלמוג 306,
,,508,טרמוסטט שארק,
,,509,"לא פעיל תיבת קינון ""יונתן""",
,,510,לא פעיל משאבת אויר RS510,
,,511,"תיבת קינון ""אמיר""",
,,512,"לא פעיל תיבת קינון ""אלון""",
,,513,לא פעיל מתקן האכל ליונק דבש,
,,514,מתקן האכלה לציפורים משושה,
,,515,"מאצ'ו צ'ינצ'ילה 1 ק""ג",
,,516,לא פעיל רצועת תערוכה גדולה,
,,517,לא פעיל רצועת תערוכה קטנה,
,,518,"לא פעיל נוטרה נאגטס פרפומנס ירוק 18 ק""ג",
,,519,לא פעיל משטח גירוד ברווז,
,,520,לא פעיל משטח גירוד סוס,
,,521,משטח גירוד פלפל,
,,522,לא פעיל משטח גירוד  גיטרה,
,,523,לא פעיל משטח גירוד עצם,
,,524,משטח גירוד בועות,
,,525,לא פעיל קולר חנק אמיתי,
,,526,לא פעיל אבן חטיף לציפור אמיתי,
,,527,לא פעיל בקבוק שתיה למכרסמים נתלה,
,,528,לא פעיל קולר לחתול אמיתי,
,,529,דקורציה גזע עץ,
,,530,לא פעיל קליקר לכלב הארטס,
,,531,כדור טניס הארטס,
,,532,גלימזרחית,
,,533,לא פעיל סילבר קט 20 קילו,
,,534,לא פעיל כדור רך בינוני,
,,536,לא פעיל טבעת גדולה לתוכי,
,,537,לא פעיל צעצוע נדנדה 3 עיגולים לתוכי,
,,538,לא פעיל רצועה מפוצלת 6+4 אמיתי,
,,539,לא פעיל קולר חנק 60 זו מרקט,
,,540,קולר חנק 70 זו מרקט,
,,541,לא פעיל קולר קליפס לחתול אמיתי,
,,542,לא פעיל פרה מצפצפת קטנה הארטס,
,,544,מגנט לצנצנת עגולה,
,,545,לא פעיל מפרק חלבון SA2011,
,,546,"אבן אויר סרגל 80 ס""מ",
,,547,"אבן אויר סרגל 10 ס""מ",
,,548,"אבן אויר סרגל 40 ס""מ",
,,549,לא פעיל מקל עמידה סנדי אקסטרה מיני,
,,550,לא פעיל מברשת דו שימושים ZOO MARKET,
,,552,לא פעיל נוק אאוט תרסיס  נגד פרעושים,
,,553,לא פעיל פרמנונה תמיסה סביבתית נגד מזיקים,
,,554,לא פעיל מרסס הדברה מקצועי,
,,555,"לא פעיל קולר עור לכלב 1.4 ס""מ ניטים",
,,556,"לא פעיל קולר עור לכלב 1.4 ס""מ קישוטים",
,,557,"קולר עור לכלב 1.4 ס""מ יהלום",
,,558,"לא פעיל קולר עור לכלב 2 ס""מ זיגזג",
,,559,"לא פעיל קולר עור לכלב 2 ס""מ קישוטים",
,,560,"לא פעיל קולר עור לכלב 2 ס""מ מחזיר אור",
,,561,"לא פעיל קולר עור לכלב 2.5 ס""מ קישוטים",
,,562,"לא פעיל קולר עור לכלב 2.5 ס""מ זיזג",
,,563,"לא פעיל קולר עור לכלב 2.5 ס""מ יהלום",
,,564,"רצועת הולכה  מעור לכלב 3 ס""מ",
,,565,"לא פעיל רצועת הולכה  מעור לכלב 2 ס""מ",
,,566,"לא פעיל רצועת הולכה  מעור לכלב1.4 ס""מ",
,,567,לא פעיל מסרק פלא דו ראשי לפתיחת קשרים,
https://www.anipet.co.il/product/23465/%D7%A8%D7%95%D7%99%D7%90%D7%9C-%D7%A7%D7%A0%D7%99%D7%9F-%D7%A9%D7%99%D7%9E%D7%95%D7%A8-%D7%9C%D7%97%D7%AA%D7%95%D7%9C-%D7%91%D7%99%D7%99%D7%91%D7%99-%D7%A7%D7%98,https://cdn.modulus.co.il/anipet/9003579311660.jpg?width=100&height=100&mode=pad&format=png&v=5&output=webp,"568, 9003579311660",רויאל קנין שימור לחתול בייביקט 195 גרם,
,,569,רויאל קנין דנטל לכלב 14 קג,
,,570,ביטול מנוי,
,,571,"לא פעיל רויאל קנין כלב גור גזע קטן 4 ק""ג",
,,573,מגנט בינוני FM3,
,,574,לא פעיל שמפו נטורל לכלב ולחתול מנטה,
,,575,מברשת ברזל קטנה,
,,576,לא פעיל חבל לך תביא,
,,577,לא פעיל כדור חטיפים קטן,
,,578,לא פעיל בובה על חבל,
,,"579, 7426907527892",פילטר ATMAN AT-F103,
,,580,לא פעיל פילטר לשרצים RS430K,
,,581,פילטר לשרצים RS130K,
,,582,לא פעיל ראש כח AT-301,
,,583,משטח צמחים היילאה,
,,584,מעמד מתכוונן+צלחות 21 סמ,
,,"585, 7290005950308",מעמד מתכוונן+צלחות 23 סמ,
,,586,לא פעיל מעמד מתכוונן+צלחות 27סמ,
,,587,לא פעיל קולר אלסטי לחתול דודי,
,,588,לא פעיל גלגלים לאטלס 70,
,,589,לא פעיל ספריי דנטלי לחתולים וכלבים,
,,590,בקבוק שתיה מכרסמים 60 CC,
,,591,לא פעיל כיסוי ציפורניים לכלב/ חתול,
,,592,עכבר חוטים צבעוניים,
,,593,לא פעיל עמוד גירוד קטיפה לחתול זו מרקט,
,,594,מתקן גירוד לחתול זו מרקט,
,,595,לא פעיל עצם בקר טבעית ענקית,
,,596,לא פעיל עצם כבש טבעית קטנה,
https://www.anipet.co.il/product/15452/%D7%91%D7%A8%D7%99%D7%93%D7%A8%D7%A1-%D7%9E%D7%96%D7%95%D7%9F-%D7%99%D7%91%D7%A9-%D7%9C%D7%9B%D7%9C%D7%91%D7%99%D7%9D-%D7%91%D7%95%D7%92%D7%A8%D7%99%D7%9D,https://cdn.modulus.co.il/anipet/ברידרס%20בוגר.jpeg?width=100&height=100&mode=pad&format=png&v=5&output=webp,"597, 7290016186345","ברידרס עוף (כתום) 15 ק""ג",
,,598,"לא פעיל רויאל קנין כלב בוגר גזע גדול 15 ק""ג-1008",
https://www.anipet.co.il/product/15449/%D7%91%D7%A8%D7%99%D7%93%D7%A8%D7%A1-%D7%93%D7%92%D7%99%D7%9D--%D7%9E%D7%96%D7%95%D7%9F-%D7%99%D7%91%D7%A9-%D7%9C%D7%9B%D7%9C%D7%91%D7%99%D7%9D-,https://cdn.modulus.co.il/anipet/0011072_-15-_480.jpeg?width=100&height=100&mode=pad&format=png&v=5&output=webp,"601, 7290113306776","ברידרס מזון לכלב אושן (דגים) 15 ק""ג",
,,603,"רויאל קנין כלב סניור גזע בינוני 15 ק""ג",
,,"606, ~885712153951",מקלות רכים פרמה טעם מעושן,
,,608,כיסוי למושב האחורי,
,,609,לא פעיל מיטה עגולה  חום ולבן גדולה R FOR PETS,
,,610,לא פעיל משטח גירוד מחבל עם עכבר תלוי דודי,
,,611,"לא פעיל אקווריום פנורמה 30 ס""מ מלבני",
,,612,"לא פעיל אקווריום פנורמה 40 ס""מ מלבני",
,,613,"לא פעיל אקווריום פנורמה 50 ס""מ מלבני",
,,614,"לא פעיל אקווריום פנורמה 60 ס""מ מלבני",
,,615,"לא פעיל אקווריום פנורמה 30 ס""מ פנורמי",
,,616,"לא פעיל אקווריום פנורמה 40 ס""מ פנורמי",
,,617,"אקווריום פנורמה 50 ס""מ פנורמי",
,,618,"לא פעיל קולר עור 4.0 ס""מ קישוטים",
,,619,"לא פעיל קולר עור 4.0 ס""מ זיג זג",
,,620,"לא פעיל קולר עור 3.0 ס""מ",
,,"622, ְ801069005607",קולר DAYTONA C40,
,,"623, 8710974801344","איימס סניור 3 ק""ג",
,,624,אקזו טטרה הביטט קיט מידברי 30,
,,625,אקזו טטרה הביטט קיט לחרקים 30,
,,626,לא פעיל אקזו טטרה הביטט קיט טרופי 45,
,,628,לא פעיל מלונה רכה ניידת בינונית קרלי,
,,629,מלונה רכה ניידת קטנה קרלי,
,,630,לא פעיל אספסת כופתיות NOC,
,,"631, ~843700550011",קולר פרעושים לכלבים HERBA MAX,
,,632,לא פעיל מילוי למלכודת פרעושים,
,,"633, ~404842210265",עצם  דנטלית לכלב להלבנת שיניים בינוני,
,,"634, ~404842210262",עצמות דנטליות להלבנת השיניים קטנות,
,,635,לא פעיל איזי פלוס כלוב 1 מטר לארנב,
,,636,לא פעיל איזי פלוס כלוב 1.2 מטר לארנב,
,,637,לא פעיל פרו סירייס גור 15 קג,
,,638,לא פעיל פרו סירייס היפואלרגני 15 קג,
,,639,לא פעיל פרו סירייס בוגר 15 קג,
,,640,לא פעיל פרו סירייס סניור/לייט 15 קג,
,,641,לא פעיל פרו סירייס בוגר 3 קג,
,,642,לא פעיל רד אוק 15 קג,
,,643,"לא פעיל נוטרה גולד פינקי 7.5 ק""ג",
,,644,לא פעיל כדור טניס מצפצף קונג קטן,
,,645,לא פעיל מולקולה קופצת לחתול,
,,647,כלוב מקס 8,
,,"648, ְ801069009543",ריתמה LUX M,
,,"649, ְ801069009509",קולר LUX C20,
,,650,לא פעיל קולר LUX C20/35,
,,651,לא פעיל רצועה LUX G15/120,
,,652,לא פעיל שירותים לחתול סגורים מעוצבים דודי,
,,653,לא פעיל מעמד פלסטיק לכלב+2 צלחות קטנות דודי,
,,654,לא פעיל מעמד פלסטיק לכלב+2 צלחות גדולות דודי,
,,655,לא פעיל קולר קריסטל M,
,,658,לא פעיל קולר בד דוגמת עצם קרלי קטן,
,,659,לא פעיל עכבר קלוע,
,,660,לא פעיל ראש כח AT-300,
,,661,"לא פעיל בלקנדו פרימיום 15 ק""ג",
,,662,"לא פעיל בלקנדו ג'וניור 15 ק""ג",
,,663,"לא פעיל בלקנדו גורים 15 ק""ג",
,,664,"לא פעיל בלקנדו דינר 7.5 ק""ג",
,,665,"לא פעיל בלקנדו פרימיום 7.5 ק""ג",
,,666,"לא פעיל בלקנדו ג'וניור 7.5 ק""ג",
,,669,"לא פעיל בלקנדו סניור/לייט 15 ק""ג",
,,672,"לא פעיל בלקנדו דינר 25 ק""ג",
,,673,"לא פעיל בלקנדו פרימיום 25 ק""ג",
,,675,לא פעיל קאנטרי וליו 15 קילו לכלב,
,,676,לא פעיל רצועה נמתחת STARTPET,
,,677,"לא פעיל קאנטרי ווליו לכלב 18.1 ק""ג",
,,678,לא פעיל שירותים פתוחים לחתול קטנים,
,,679,לא פעיל טרריום רחב 30*30*30 אקזו טרה,
,,680,קיט לחרקים אקזוטרה,
,,681,"לא פעיל לא פעיל - רויאל קנין חתול סיאמי 4 ק""ג",
,,682,"חול חתולים קנדה 18 ק""ג",
,,683,לא פעיל מזון חתולים קלאסיק 7 קג,
,,685,בקבוק שתיה למכסם 550 CC,
,,686,"לא פעיל צמח פלסטיק לאקווריום ריבוס 16""",
,,687,לא פעיל כדור פעמון וחבל,
,,688,לא פעיל טיפות ניקוי אוזניים לכלב,
,,689,לא פעיל חבל 4 קשרים זו מרקט,
,,690,לא פעיל צעצוע בנג'י לחתול,
,,691,ערסל לחתול טריקסי,
,,692,לא פעיל תוסף מזון דרמה קואט,
,,693,לא פעיל דקרוציה אונייה SW2106,
,,694,דקרוציה חבית 2110,
,,695,לא פעיל דקרוציה כד 2109,
,,696,לא פעיל דקרוציה כד 2108,
,,699,לא פעיל דוג צ'או 20 קג,
,,700,כלי שתייה קטן לציפור,
,,701,כלי שתייה גדול לציפור עגול,
,,702,לא פעיל כלי שתייה גדול לציפור מלבן,
,,703,לא פעיל דקורציה כד גדול,
,,704,לא פעיל אקווריום לדג קרב פיה,
,,705,לא פעיל תג שם בצורת לב,
,,706,"לא פעיל רצועת הולכה מתכת 4 מ""מ",
,,707,"לא פעיל רצועת הולכה מתכת 2 מ""מ",
,,708,לא פעיל פליX אבקה סביבתית,
,,709,לא פעיל מיטת פרווה L זו מרקט,
,,710,לא פעיל מיזרן L זו מרקט,
,,711,מזרן S זו מרקט,
,,712,מזרן M זו מרקט,
,,713,לא פעיל מיטת פרווה M זו מרקט,
,,714,לא פעיל מיטת פרווה S זו מרקט,
,,715,לא פעיל מסרק להסרת פרווה תחתונה כפול,
,,716,פילטר ATMAN AT-201,
,,717,פילטר ATMAN AT-202,
,,718,פילטר ATMAN AT 203,
,,719,לא פעיל ראש כוח למזרקה ATMAN PH-400,
,,720,"לא פעיל קולר חנק 35 ס""מ",
,,721,מד חום זכוכית פנורמה,
,,723,לא פעיל טבליות למניעת ריח פה 8-1,
,,724,QUICK TAG,
,,727,לא פעיל מחזיק מפתחות פלקסי,
,,728,"לא פעיל צלחת נירוסטה 34 ס""מ",
,,729,משטח גירוד קרטון,
,,730,לא פעיל משטח גירוד מחבל על סטנד+חישוק,
,,731,לא פעיל קופון 50% מזון דגים,
,,732,לא פעיל קופון 50% מזון צעצועים,
,,733,"לא פעיל יוקנובה בוגר גזע בינוני 9 ק""ג",
,,734,לא פעיל מברשת מקצועית עגולה MPB-S,
,,735,לא פעיל מברשת מקצועית MPB-G,
,,736,מסרק אלומיניום מקצועי MAC-195,
,,737,לא פעיל מסרק רגיל מעוגל M190F,
,,738,לא פעיל מסרק סיליקון צפוף PRO-50,
,,739,לא פעיל מסרק שפם M115H,
,,740,לא פעיל מסרק פינים ארוכים MWC-01,
,,741,טרריום גדול,
,,742,קאנטרי וואליו 3 קג,
,,743,לא פעיל מסרק שחור מעוגל M190K,
,,744,לא פעיל מסרק שחור מעוגל M155K,
,,745,לא פעיל מסרק פודל שחור מעוגל M280K,
,,746,לא פעיל רצועת תערוכה רגילה קצר,
,,747,לא פעיל קערית פלסטיק שקופה,
,,748,לא פעיל מספריים לגומיות MBS-01,
,,749,לא פעיל מקל חכה +נוצה זו מרקט,
,,750,לא פעיל מזרן דוגי דלמטי XL,
,,751,"תמונת רקע 60 ס""מ עלים",
,,752,פילטר ספוג RS 230,
,,753,פילטר ספוג RS 280,
,,754,"לא פעיל יוקנובה כלב עבודה 15 ק""ג",
,,755,"לא פעיל יוקנובה בוגר גזע בינוני 3 ק""ג",
,,756,"לא פעיל פט הד שמפו 60 מ""ל",
https://all4pet.co.il/product/proplan-en-פרופלאן--איאנ-12-קג-מזון-יבש-לכלבים-בוגרים-הסובלים-מבעיות-במערכת-העיכול-גסטרואינסטינאל,https://www.all4pet.co.il/images/itempics/7613035152861_small.jpg,"757, 7613035152861",פורינה EN רפואי לכלב 12 קילו,
,,758,"לא פעיל פורינה NF רפואי לכלב 14 ק""ג",
https://www.anipet.co.il/product/16051/%D7%9E%D7%96%D7%95%D7%9F-%D7%A8%D7%A4%D7%95%D7%90%D7%99--%D7%A4%D7%95%D7%A8%D7%99%D7%A0%D7%94-OM-%D7%9C%D7%9B%D7%9C%D7%91%D7%99%D7%9D,https://cdn.modulus.co.il/anipet/OM.jpg?width=100&height=100&mode=pad&format=png&v=5&output=webp,"759, 7613035154476",פורינה OM רפואי לכלב 12 קילו,
,,760,"לא פעיל פרו פלן סלקט סלמון 15 ק""ג",
,,761,"לא פעיל פרו פלן חתול סניור עוף 3.18 ק""ג FOCUS",
,,768,"לא פעיל הילס כלב בוגר כבש ואורז 12 ק""ג",
,,771,"לא פעיל הילס כלב בוגר גזע גדול עוף 12 ק""ג",
,,773,"לא פעיל הילס כלב בוגר עוף מיני 1 ק""ג",
,,775,"לא פעיל הילס כלב בוגר עוף 1 ק""ג",
,,777,"לא פעיל הילס כלב בוגר עוף 3 ק""ג",
,,779,"לא פעיל הילס כלב בוגר עוף מיני 7.5 ק""ג",
,,786,"לא פעיל הילס כלב גור כבש ואורז 12 ק""ג",
,,787,"לא פעיל הילס כלב גור כבש ואורז 3 ק""ג",
,,789,"לא פעיל הילס כלב גור גזע גדול עוף 3 ק""ג",
,,790,"לא פעיל הילס כלב גור עוף מיני 1 ק""ג",
,,792,"לא פעיל הילס כלב גור עוף 1 ק""ג",
,,793,"לא פעיל הילס כלב גור עוף 12 ק""ג",
,,794,"לא פעיל הילס כלב גור עוף 7.5 ק""ג",
,,795,"לא פעיל הילס כלב גור עוף מיני 3 ק""ג",
,,803,"לא פעיל הילס כלב לייט עוף גזע גדול 12 ק""ג",
,,804,"לא פעיל הילס כלב לייט עוף גזע גדול 3 ק""ג",
